date,type,price,amount
1509235323022,b,0.049667,0.466
1509235323022,b,0.049661,4.251
1509235323022,b,0.04965,6.997
1509235323022,b,0.04964,0.849
1509235323022,b,0.049639,0.022
1509235323022,b,0.049261,2.045
1509235323022,b,0.04926,8.92
1509235323022,b,0.0488,3.889
1509235323022,b,0.04877,1
1509235323022,b,0.048749,4.872
1509235323022,b,0.048261,3.92
1509235323022,b,0.04824,0.13
1509235323022,b,0.048219,0.27
1509235323022,b,0.048215,0.857
1509235323022,b,0.048214,2.923
1509235323022,a,0.042696,0.03
1509235323022,a,0.042797,3.388
1509235323022,a,0.043063,2.717
1509235323022,a,0.043491,0.03
1509235323022,a,0.043651,3.193
1509235323022,a,0.043838,0.5
1509235323022,a,0.044106,0.03
1509235323022,a,0.044526,0.03
1509235323022,a,0.044619,5.18
1509235323022,a,0.045,0.432
1509235323022,a,0.045083,1.96
1509235323022,a,0.045229,0.092
1509235323022,a,0.045614,3.276
1509235323022,a,0.046106,23.006
1509235323022,a,0.046581,2.8
1509235323022,a,0.047077,2.8
1509235323022,a,0.047089,0.264
1509235323022,a,0.047102,110.971
1509235323022,a,0.047103,2.834
1509235383023,b,0.05281,1
1509235383023,b,0.052781,1.204
1509235383023,b,0.05229,1
1509235383023,b,0.052232,1.428
1509235383023,b,0.052,0.437
1509235383023,b,0.05177,1
1509235383023,b,0.051517,2.605
1509235383023,b,0.05131,1.654
1509235383023,b,0.05126,1
1509235383023,b,0.05108,0.096
1509235383023,b,0.050979,3.976
1509235383023,b,0.05083,0.06
1509235383023,b,0.05075,1
1509235383023,b,0.05038,4.396
1509235383023,b,0.050299,0.502
1509235383023,b,0.05025,1
1509235383023,b,0.049802,4.425
1509235383023,b,0.04975,1
1509235383023,b,0.04971,0.8
1509235383023,b,0.049667,0.466
1509235383023,b,0.049661,4.251
1509235383023,b,0.04965,6.997
1509235383023,b,0.04964,0.849
1509235383023,b,0.049639,0.022
1509235383023,b,0.049261,2.045
1509235383023,b,0.04926,8.92
1509235383023,b,0.0488,3.889
1509235383023,b,0.04877,1
1509235383023,b,0.048749,4.872
1509235383023,b,0.048261,3.92
1509235383023,b,0.04824,0.13
1509235383023,b,0.048219,0.27
1509235383023,b,0.048215,0.857
1509235383023,b,0.048214,2.923
1509235383023,a,0.042696,0.03
1509235383023,a,0.042797,3.388
1509235383023,a,0.043063,2.717
1509235383023,a,0.043491,0.03
1509235383023,a,0.043651,3.193
1509235383023,a,0.043838,0.5
1509235383023,a,0.044106,0.03
1509235383023,a,0.044526,0.03
1509235383023,a,0.044619,5.18
1509235383023,a,0.045,0.432
1509235383023,a,0.045083,1.96
1509235383023,a,0.045212,0.092
1509235383023,a,0.045614,3.276
1509235383023,a,0.046106,23.006
1509235383023,a,0.046581,2.8
1509235383023,a,0.047077,2.8
1509235383023,a,0.047113,106.993
1509235383023,a,0.047114,2.804
1509235443023,b,0.05281,1
1509235443023,b,0.052781,1.204
1509235443023,b,0.05229,1
1509235443023,b,0.052232,1.428
1509235443023,b,0.052,0.437
1509235443023,b,0.05177,1
1509235443023,b,0.051517,2.605
1509235443023,b,0.05131,1.654
1509235443023,b,0.05126,1
1509235443023,b,0.05108,0.096
1509235443023,b,0.050979,3.976
1509235443023,b,0.05083,0.06
1509235443023,b,0.05075,1
1509235443023,b,0.05038,4.396
1509235443023,b,0.050299,0.502
1509235443023,b,0.05025,1
1509235443023,b,0.049802,4.425
1509235443023,b,0.04975,1
1509235443023,b,0.04971,0.8
1509235443023,b,0.049667,0.466
1509235443023,b,0.049661,4.251
1509235443023,b,0.04965,6.997
1509235443023,b,0.04964,0.849
1509235443023,b,0.049639,0.022
1509235443023,b,0.049261,2.045
1509235443023,b,0.04926,4.96
1509235443023,b,0.0488,3.889
1509235443023,b,0.04877,1
1509235443023,b,0.048749,4.872
1509235443023,b,0.048261,3.92
1509235443023,b,0.04824,0.13
1509235443023,b,0.048219,0.27
1509235443023,b,0.048215,0.857
1509235443023,b,0.048214,2.923
1509235443023,a,0.042696,0.03
1509235443023,a,0.042797,3.388
1509235443023,a,0.043063,2.717
1509235443023,a,0.043491,0.03
1509235443023,a,0.043651,3.193
1509235443023,a,0.043838,0.5
1509235443023,a,0.044106,0.03
1509235443023,a,0.044526,0.03
1509235443023,a,0.044619,5.18
1509235443023,a,0.045,0.432
1509235443023,a,0.045083,1.96
1509235443023,a,0.045212,0.092
1509235443023,a,0.045614,3.276
1509235443023,a,0.046106,23.006
1509235443023,a,0.046581,2.8
1509235443023,a,0.047077,2.8
1509235443023,a,0.047115,0.264
1509235443023,a,0.047117,4.24
1509235443023,a,0.04712,2.787
1509235503023,b,0.05281,1
1509235503023,b,0.052781,1.204
1509235503023,b,0.05229,1
1509235503023,b,0.052232,1.428
1509235503023,b,0.052,0.437
1509235503023,b,0.05177,1
1509235503023,b,0.051517,2.605
1509235503023,b,0.05131,1.654
1509235503023,b,0.05126,1
1509235503023,b,0.05108,0.096
1509235503023,b,0.050979,3.976
1509235503023,b,0.05083,0.06
1509235503023,b,0.05075,1
1509235503023,b,0.05038,4.396
1509235503023,b,0.050299,0.502
1509235503023,b,0.05025,1
1509235503023,b,0.049802,4.425
1509235503023,b,0.04975,1
1509235503023,b,0.04971,0.8
1509235503023,b,0.049667,0.466
1509235503023,b,0.049661,4.251
1509235503023,b,0.04965,6.997
1509235503023,b,0.04964,0.849
1509235503023,b,0.049639,0.022
1509235503023,b,0.049261,2.045
1509235503023,b,0.04926,4.96
1509235503023,b,0.0488,3.889
1509235503023,b,0.04877,1
1509235503023,b,0.048749,4.872
1509235503023,b,0.048261,3.92
1509235503023,b,0.04824,0.13
1509235503023,b,0.048219,0.27
1509235503023,b,0.048215,0.857
1509235503023,b,0.048213,4.24
1509235503023,b,0.048212,2.923
1509235503023,a,0.042383,4.592
1509235503023,a,0.042696,0.03
1509235503023,a,0.042797,3.388
1509235503023,a,0.043063,2.717
1509235503023,a,0.043491,0.03
1509235503023,a,0.043651,3.193
1509235503023,a,0.043838,0.5
1509235503023,a,0.044106,0.03
1509235503023,a,0.044526,0.03
1509235503023,a,0.044619,5.18
1509235503023,a,0.045,0.432
1509235503023,a,0.045083,1.96
1509235503023,a,0.045212,0.092
1509235503023,a,0.045614,3.276
1509235503023,a,0.046106,23.006
1509235503023,a,0.046581,2.8
1509235503023,a,0.047077,2.8
1509235503023,a,0.047083,110.811
1509235503023,a,0.047084,2.88
1509235503023,a,0.047085,4.24
1509235563024,b,0.05281,1
1509235563024,b,0.052781,1.204
1509235563024,b,0.05229,1
1509235563024,b,0.052232,1.428
1509235563024,b,0.052,0.437
1509235563024,b,0.05177,1
1509235563024,b,0.051517,2.605
1509235563024,b,0.05131,1.654
1509235563024,b,0.05126,1
1509235563024,b,0.05108,0.096
1509235563024,b,0.050979,3.976
1509235563024,b,0.05083,0.06
1509235563024,b,0.05075,1
1509235563024,b,0.05038,4.396
1509235563024,b,0.050299,0.502
1509235563024,b,0.05025,1
1509235563024,b,0.049802,4.425
1509235563024,b,0.04975,1
1509235563024,b,0.04971,0.8
1509235563024,b,0.049667,0.466
1509235563024,b,0.049661,4.251
1509235563024,b,0.04965,6.997
1509235563024,b,0.04964,0.849
1509235563024,b,0.049639,0.022
1509235563024,b,0.049261,2.045
1509235563024,b,0.04926,4.96
1509235563024,b,0.0488,3.889
1509235563024,b,0.04877,1
1509235563024,b,0.048749,4.872
1509235563024,b,0.048261,3.92
1509235563024,b,0.04824,0.13
1509235563024,b,0.048219,0.27
1509235563024,b,0.048215,0.857
1509235563024,b,0.048213,4.24
1509235563024,b,0.048212,2.923
1509235563024,a,0.042696,0.03
1509235563024,a,0.042797,3.388
1509235563024,a,0.043063,2.717
1509235563024,a,0.043491,0.03
1509235563024,a,0.043651,3.193
1509235563024,a,0.043838,0.5
1509235563024,a,0.044106,0.03
1509235563024,a,0.044526,0.03
1509235563024,a,0.044619,5.18
1509235563024,a,0.045,0.432
1509235563024,a,0.045083,1.96
1509235563024,a,0.045212,0.092
1509235563024,a,0.045614,3.276
1509235563024,a,0.046106,23.006
1509235563024,a,0.046581,2.8
1509235563024,a,0.047077,2.8
1509235563024,a,0.047086,0.264
1509235563024,a,0.047096,112.113
1509235563024,a,0.047097,2.847
1509235623025,b,0.05281,1
1509235623025,b,0.052781,1.204
1509235623025,b,0.05229,1
1509235623025,b,0.052232,1.428
1509235623025,b,0.052,0.437
1509235623025,b,0.05177,1
1509235623025,b,0.051517,2.605
1509235623025,b,0.05131,1.654
1509235623025,b,0.05126,1
1509235623025,b,0.05108,0.096
1509235623025,b,0.050979,3.976
1509235623025,b,0.05083,0.06
1509235623025,b,0.05075,1
1509235623025,b,0.05038,4.396
1509235623025,b,0.050299,0.502
1509235623025,b,0.05025,1
1509235623025,b,0.049802,4.425
1509235623025,b,0.04975,1
1509235623025,b,0.04971,0.8
1509235623025,b,0.049667,0.466
1509235623025,b,0.049661,4.251
1509235623025,b,0.04965,6.997
1509235623025,b,0.04964,0.849
1509235623025,b,0.049639,0.022
1509235623025,b,0.049261,2.045
1509235623025,b,0.04926,4.96
1509235623025,b,0.0488,3.889
1509235623025,b,0.04877,1
1509235623025,b,0.048749,4.872
1509235623025,b,0.048261,3.92
1509235623025,b,0.04824,0.13
1509235623025,b,0.048219,0.27
1509235623025,b,0.048215,0.857
1509235623025,b,0.048212,2.923
1509235623025,a,0.042713,0.03
1509235623025,a,0.042797,3.388
1509235623025,a,0.043063,2.717
1509235623025,a,0.043508,0.03
1509235623025,a,0.043651,3.193
1509235623025,a,0.043838,0.5
1509235623025,a,0.044123,0.03
1509235623025,a,0.044544,0.03
1509235623025,a,0.044619,5.18
1509235623025,a,0.045,0.432
1509235623025,a,0.045083,1.96
1509235623025,a,0.045212,0.092
1509235623025,a,0.045614,3.276
1509235623025,a,0.046106,23.006
1509235623025,a,0.046581,2.8
1509235623025,a,0.047077,2.8
1509235623025,a,0.047079,4.24
1509235623025,a,0.047106,112.094
1509235623025,a,0.047107,2.818
1509235683026,b,0.05281,1
1509235683026,b,0.052781,1.204
1509235683026,b,0.05229,1
1509235683026,b,0.052232,1.428
1509235683026,b,0.052,0.437
1509235683026,b,0.05177,1
1509235683026,b,0.051517,2.605
1509235683026,b,0.05131,1.654
1509235683026,b,0.05126,1
1509235683026,b,0.05108,0.096
1509235683026,b,0.050979,7.936
1509235683026,b,0.05083,0.06
1509235683026,b,0.05075,1
1509235683026,b,0.05038,4.396
1509235683026,b,0.050299,0.502
1509235683026,b,0.05025,1
1509235683026,b,0.049802,4.425
1509235683026,b,0.04975,1
1509235683026,b,0.04971,0.8
1509235683026,b,0.049667,0.466
1509235683026,b,0.049661,4.251
1509235683026,b,0.04965,6.997
1509235683026,b,0.04964,0.849
1509235683026,b,0.049639,0.022
1509235683026,b,0.049261,2.045
1509235683026,b,0.04926,1
1509235683026,b,0.0488,3.889
1509235683026,b,0.04877,1
1509235683026,b,0.048749,4.872
1509235683026,b,0.048261,3.92
1509235683026,b,0.04824,0.13
1509235683026,b,0.048219,0.27
1509235683026,b,0.048217,4.24
1509235683026,b,0.048216,2.923
1509235683026,a,0.042713,0.03
1509235683026,a,0.042797,3.388
1509235683026,a,0.043063,2.717
1509235683026,a,0.043508,0.03
1509235683026,a,0.043651,3.193
1509235683026,a,0.043838,0.5
1509235683026,a,0.044123,0.03
1509235683026,a,0.044544,0.03
1509235683026,a,0.044619,5.18
1509235683026,a,0.045,0.432
1509235683026,a,0.045083,1.96
1509235683026,a,0.045212,0.092
1509235683026,a,0.045614,25.199
1509235683026,a,0.046106,1.317
1509235683026,a,0.046581,2.8
1509235683026,a,0.047077,2.8
1509235683026,a,0.047109,0.264
1509235683026,a,0.04712,112.056
1509235683026,a,0.047121,2.79
1509235743026,b,0.05281,1
1509235743026,b,0.052781,1.204
1509235743026,b,0.05229,1
1509235743026,b,0.052232,1.428
1509235743026,b,0.052,0.437
1509235743026,b,0.05177,1
1509235743026,b,0.051517,2.605
1509235743026,b,0.05131,1.654
1509235743026,b,0.05126,1
1509235743026,b,0.05108,0.096
1509235743026,b,0.050979,7.936
1509235743026,b,0.05083,0.06
1509235743026,b,0.05075,1
1509235743026,b,0.05038,4.396
1509235743026,b,0.050299,0.502
1509235743026,b,0.05025,1
1509235743026,b,0.049802,4.425
1509235743026,b,0.04975,1
1509235743026,b,0.04971,0.8
1509235743026,b,0.049667,0.466
1509235743026,b,0.049661,4.251
1509235743026,b,0.04965,6.997
1509235743026,b,0.04964,0.849
1509235743026,b,0.049639,0.022
1509235743026,b,0.049261,2.045
1509235743026,b,0.04926,1
1509235743026,b,0.0488,3.889
1509235743026,b,0.04877,1
1509235743026,b,0.048749,4.872
1509235743026,b,0.048261,3.92
1509235743026,b,0.04824,0.13
1509235743026,b,0.048219,0.27
1509235743026,b,0.048218,2.923
1509235743026,b,0.048217,4.24
1509235743026,b,0.048216,0.123
1509235743026,a,0.042713,0.03
1509235743026,a,0.042797,3.388
1509235743026,a,0.043063,2.717
1509235743026,a,0.043508,0.03
1509235743026,a,0.043651,3.193
1509235743026,a,0.043838,0.5
1509235743026,a,0.044123,0.03
1509235743026,a,0.044544,0.03
1509235743026,a,0.044619,5.18
1509235743026,a,0.045,0.432
1509235743026,a,0.045083,1.96
1509235743026,a,0.045212,0.092
1509235743026,a,0.045614,25.199
1509235743026,a,0.046106,1.317
1509235743026,a,0.046581,2.8
1509235743026,a,0.047077,2.8
1509235743026,a,0.047133,2.742
1509235743026,a,0.047134,112.028
1509235803027,b,0.05281,1
1509235803027,b,0.052781,1.204
1509235803027,b,0.05229,1
1509235803027,b,0.052232,1.428
1509235803027,b,0.052,0.437
1509235803027,b,0.05177,1
1509235803027,b,0.051517,2.605
1509235803027,b,0.05131,1.654
1509235803027,b,0.05126,1
1509235803027,b,0.05108,0.096
1509235803027,b,0.050979,7.936
1509235803027,b,0.05083,0.06
1509235803027,b,0.05075,1
1509235803027,b,0.05038,4.396
1509235803027,b,0.050299,0.502
1509235803027,b,0.05025,1
1509235803027,b,0.049802,4.425
1509235803027,b,0.04975,1
1509235803027,b,0.04971,0.8
1509235803027,b,0.049667,0.466
1509235803027,b,0.049661,4.251
1509235803027,b,0.04965,6.997
1509235803027,b,0.04964,0.849
1509235803027,b,0.049639,0.022
1509235803027,b,0.049261,2.045
1509235803027,b,0.04926,1
1509235803027,b,0.0488,3.889
1509235803027,b,0.04877,1
1509235803027,b,0.048749,4.872
1509235803027,b,0.048261,3.92
1509235803027,b,0.04824,0.13
1509235803027,b,0.048219,0.27
1509235803027,b,0.048217,0.119
1509235803027,b,0.048216,2.923
1509235803027,a,0.042713,0.03
1509235803027,a,0.042797,3.388
1509235803027,a,0.043063,2.717
1509235803027,a,0.043508,0.03
1509235803027,a,0.043651,3.193
1509235803027,a,0.043838,0.5
1509235803027,a,0.044123,0.03
1509235803027,a,0.044544,0.03
1509235803027,a,0.044619,5.18
1509235803027,a,0.045,0.432
1509235803027,a,0.045083,1.96
1509235803027,a,0.045212,0.092
1509235803027,a,0.045614,25.199
1509235803027,a,0.046106,1.317
1509235803027,a,0.046581,2.8
1509235803027,a,0.047077,2.8
1509235803027,a,0.047135,0.264
1509235803027,a,0.04714,2.733
1509235803027,a,0.047141,112.011
1509235863027,b,0.05281,1
1509235863027,b,0.052781,1.204
1509235863027,b,0.05229,1
1509235863027,b,0.052232,1.428
1509235863027,b,0.052,0.437
1509235863027,b,0.05177,1
1509235863027,b,0.051517,2.605
1509235863027,b,0.05131,1.654
1509235863027,b,0.05126,1
1509235863027,b,0.05108,0.096
1509235863027,b,0.050979,7.936
1509235863027,b,0.05083,0.06
1509235863027,b,0.05075,1
1509235863027,b,0.05038,4.396
1509235863027,b,0.050299,0.502
1509235863027,b,0.05025,1
1509235863027,b,0.049802,4.425
1509235863027,b,0.04975,1
1509235863027,b,0.04971,0.8
1509235863027,b,0.049667,0.466
1509235863027,b,0.049661,4.251
1509235863027,b,0.04965,6.997
1509235863027,b,0.04964,0.849
1509235863027,b,0.049639,0.022
1509235863027,b,0.049261,2.045
1509235863027,b,0.04926,1
1509235863027,b,0.0488,3.889
1509235863027,b,0.04877,1
1509235863027,b,0.048749,4.872
1509235863027,b,0.048261,3.92
1509235863027,b,0.04824,0.13
1509235863027,b,0.048219,0.27
1509235863027,b,0.048218,2.923
1509235863027,a,0.042797,3.388
1509235863027,a,0.043063,2.717
1509235863027,a,0.043508,0.03
1509235863027,a,0.043651,3.193
1509235863027,a,0.043838,0.5
1509235863027,a,0.044123,0.03
1509235863027,a,0.044544,0.03
1509235863027,a,0.044619,5.18
1509235863027,a,0.045,0.432
1509235863027,a,0.045083,1.96
1509235863027,a,0.045212,0.092
1509235863027,a,0.045614,25.199
1509235863027,a,0.046106,1.317
1509235863027,a,0.046581,2.8
1509235863027,a,0.047077,2.8
1509235863027,a,0.047144,4.24
1509235863027,a,0.04755,3.388
1509235863027,a,0.047551,1.65
1509235923028,b,0.05281,1
1509235923028,b,0.052781,1.204
1509235923028,b,0.05229,1
1509235923028,b,0.052232,1.428
1509235923028,b,0.052,0.437
1509235923028,b,0.05177,1
1509235923028,b,0.051517,2.605
1509235923028,b,0.05131,1.654
1509235923028,b,0.05126,1
1509235923028,b,0.05108,0.096
1509235923028,b,0.050979,3.976
1509235923028,b,0.05083,0.06
1509235923028,b,0.05075,1
1509235923028,b,0.05038,4.396
1509235923028,b,0.050299,0.502
1509235923028,b,0.05025,4.96
1509235923028,b,0.049802,4.425
1509235923028,b,0.04975,1
1509235923028,b,0.04971,0.8
1509235923028,b,0.049667,0.466
1509235923028,b,0.049661,4.251
1509235923028,b,0.04965,6.997
1509235923028,b,0.04964,0.849
1509235923028,b,0.049639,0.022
1509235923028,b,0.049261,2.045
1509235923028,b,0.04926,1
1509235923028,b,0.0488,3.889
1509235923028,b,0.04877,1
1509235923028,b,0.048749,4.872
1509235923028,b,0.048261,3.92
1509235923028,b,0.04824,0.13
1509235923028,b,0.048219,0.27
1509235923028,b,0.048215,0.159
1509235923028,b,0.048214,2.923
1509235923028,a,0.042797,3.388
1509235923028,a,0.043063,2.717
1509235923028,a,0.043562,0.03
1509235923028,a,0.043651,3.193
1509235923028,a,0.043838,0.5
1509235923028,a,0.044178,0.03
1509235923028,a,0.044599,0.03
1509235923028,a,0.044619,5.18
1509235923028,a,0.045,0.432
1509235923028,a,0.045083,1.96
1509235923028,a,0.045212,0.092
1509235923028,a,0.045614,3.276
1509235923028,a,0.046106,23.006
1509235923028,a,0.046581,2.8
1509235923028,a,0.047077,2.8
1509235923028,a,0.047144,4.24
1509235923028,a,0.04755,3.388
1509235923028,a,0.047552,0.261
1509235983029,b,0.05281,1
1509235983029,b,0.052781,1.204
1509235983029,b,0.05229,1
1509235983029,b,0.052232,1.428
1509235983029,b,0.052,0.437
1509235983029,b,0.05177,1
1509235983029,b,0.051517,2.605
1509235983029,b,0.05131,1.654
1509235983029,b,0.05126,1
1509235983029,b,0.05108,0.096
1509235983029,b,0.050979,3.976
1509235983029,b,0.05083,0.06
1509235983029,b,0.05075,1
1509235983029,b,0.05038,4.396
1509235983029,b,0.050299,0.502
1509235983029,b,0.05025,4.96
1509235983029,b,0.049802,4.425
1509235983029,b,0.04975,1
1509235983029,b,0.04971,0.8
1509235983029,b,0.049667,0.466
1509235983029,b,0.049661,4.251
1509235983029,b,0.04965,6.997
1509235983029,b,0.04964,0.849
1509235983029,b,0.049639,0.022
1509235983029,b,0.049261,2.045
1509235983029,b,0.04926,1
1509235983029,b,0.0488,3.889
1509235983029,b,0.04877,1
1509235983029,b,0.048749,4.872
1509235983029,b,0.048261,3.92
1509235983029,b,0.04824,0.13
1509235983029,b,0.048219,0.27
1509235983029,b,0.048217,0.035
1509235983029,b,0.048216,2.923
1509235983029,a,0.042797,3.388
1509235983029,a,0.043063,2.717
1509235983029,a,0.043562,0.03
1509235983029,a,0.043651,3.193
1509235983029,a,0.043838,0.5
1509235983029,a,0.044178,0.03
1509235983029,a,0.044599,0.03
1509235983029,a,0.044619,5.18
1509235983029,a,0.045,0.432
1509235983029,a,0.045083,1.96
1509235983029,a,0.045614,3.276
1509235983029,a,0.045648,0.091
1509235983029,a,0.046106,23.006
1509235983029,a,0.046581,2.8
1509235983029,a,0.047077,2.8
1509235983029,a,0.047144,4.24
1509235983029,a,0.04755,3.388
1509235983029,a,0.047551,1.65
1509236043029,b,0.05281,1
1509236043029,b,0.052781,1.204
1509236043029,b,0.05229,1
1509236043029,b,0.052232,1.428
1509236043029,b,0.052,0.437
1509236043029,b,0.05177,1
1509236043029,b,0.051517,2.605
1509236043029,b,0.05131,1.654
1509236043029,b,0.05126,4.96
1509236043029,b,0.05108,0.096
1509236043029,b,0.050979,3.976
1509236043029,b,0.05083,0.06
1509236043029,b,0.05075,1
1509236043029,b,0.05038,4.396
1509236043029,b,0.050299,0.502
1509236043029,b,0.05025,1
1509236043029,b,0.049802,4.425
1509236043029,b,0.04975,1
1509236043029,b,0.04971,0.8
1509236043029,b,0.049667,0.466
1509236043029,b,0.049661,4.251
1509236043029,b,0.04965,6.997
1509236043029,b,0.04964,0.849
1509236043029,b,0.049639,0.022
1509236043029,b,0.049261,2.045
1509236043029,b,0.04926,1
1509236043029,b,0.0488,3.889
1509236043029,b,0.04877,1
1509236043029,b,0.048749,4.872
1509236043029,b,0.048261,3.92
1509236043029,b,0.04824,0.13
1509236043029,b,0.048219,0.27
1509236043029,b,0.048214,2.923
1509236043029,a,0.042797,3.388
1509236043029,a,0.043063,2.717
1509236043029,a,0.043562,0.03
1509236043029,a,0.043651,3.193
1509236043029,a,0.043838,0.5
1509236043029,a,0.044178,0.03
1509236043029,a,0.044599,0.03
1509236043029,a,0.044619,5.18
1509236043029,a,0.045,0.432
1509236043029,a,0.045083,1.96
1509236043029,a,0.045614,3.276
1509236043029,a,0.045648,0.091
1509236043029,a,0.046106,23.006
1509236043029,a,0.046581,2.8
1509236043029,a,0.047077,2.8
1509236043029,a,0.047144,4.24
1509236043029,a,0.04755,3.388
1509236103029,b,0.05281,1
1509236103029,b,0.052781,1.204
1509236103029,b,0.05229,1
1509236103029,b,0.052232,1.428
1509236103029,b,0.052,0.437
1509236103029,b,0.05177,1
1509236103029,b,0.051517,2.605
1509236103029,b,0.05131,1.654
1509236103029,b,0.05126,4.96
1509236103029,b,0.05108,0.096
1509236103029,b,0.050979,3.976
1509236103029,b,0.05083,0.06
1509236103029,b,0.05075,1
1509236103029,b,0.05038,4.396
1509236103029,b,0.050299,0.502
1509236103029,b,0.05025,1
1509236103029,b,0.049802,4.425
1509236103029,b,0.04975,1
1509236103029,b,0.04971,0.8
1509236103029,b,0.049667,0.466
1509236103029,b,0.049661,4.251
1509236103029,b,0.04965,6.997
1509236103029,b,0.04964,0.849
1509236103029,b,0.049639,0.022
1509236103029,b,0.049261,2.045
1509236103029,b,0.04926,1
1509236103029,b,0.0488,3.889
1509236103029,b,0.04877,1
1509236103029,b,0.048749,4.872
1509236103029,b,0.048261,3.92
1509236103029,b,0.04824,0.13
1509236103029,b,0.048219,0.27
1509236103029,b,0.048216,2.923
1509236103029,b,0.048215,0.057
1509236103029,a,0.042797,3.388
1509236103029,a,0.043063,2.717
1509236103029,a,0.043562,0.03
1509236103029,a,0.043651,3.193
1509236103029,a,0.043838,0.5
1509236103029,a,0.044178,0.03
1509236103029,a,0.044599,0.03
1509236103029,a,0.044619,5.18
1509236103029,a,0.045,0.432
1509236103029,a,0.045083,1.96
1509236103029,a,0.045614,3.276
1509236103029,a,0.045648,0.091
